oem_id,brand,model,released_date,announced_date,hardware_designer,manufacturer,codename,general_extras,device_category,width,height,depth,dimensions,weight_gram,price,price_currency,platform,operating_system,software_extras,cpu_clock,cpu,ram_type,ram_capacity,non_volatile_memory_capacity,display_hole,display_diagonal,horizontal_full_bezel_width,display_area_utilization,pixel_density,display_type,number_of_display_scales,display_refresh_rate,graphical_controller,supported_cellular_bands,sim_card_slot,usb,usb_services,usb_connector,max_charging_power,bluetooth,WLAN,additional_sensors,battery_capacity,market_regions,info_added_date,x_resolution,y_resolution
D73AP,Apple,iPhone 14 Pro 5G A2891 Dual SIM TD-LTE RU KZ 256GB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,769990,KZT,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,256,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR1700/2000 (N70),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands","e-SIM,Nano-SIM (4FF)",USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,"Asia,Eastern Europe,Europe",30-10-22 12:40,1179,2556
D73AP,Apple,iPhone 14 Pro 5G A2891 Dual SIM TD-LTE RU KZ 512GB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,909990,KZT,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,512,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR1700/2000 (N70),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands","e-SIM,Nano-SIM (4FF)",USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,"Asia,Eastern Europe,Europe",30-10-22 12:37,1179,2556
D73AP,Apple,iPhone 14 Pro 5G A2891 Dual SIM TD-LTE RU KZ 1TB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,1049990,KZT,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,1000,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR1700/2000 (N70),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands","e-SIM,Nano-SIM (4FF)",USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,"Asia,Eastern Europe,Europe",30-10-22 12:34,1179,2556
D73AP,Apple,iPhone 14 Pro 5G A2889 Dual SIM TD-LTE JP CA MX SA 128GB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,25999,MXN,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,128,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE1500 (B11),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1500 (B21),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),TD-LTE2400 (B53),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR700 (N14),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR700 (N29),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR2400 (N53),NR1700/2100 (N66),NR1700/2000 (N70),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands","e-SIM,Nano-SIM (4FF)",USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,"Asia,Middle East,North America",30-10-22 12:18,1179,2556
D73AP,Apple,iPhone 14 Pro 5G A2889 Dual SIM TD-LTE JP CA MX SA 256GB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,164800,JPY,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,256,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE1500 (B11),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1500 (B21),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),TD-LTE2400 (B53),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR700 (N14),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR700 (N29),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR2400 (N53),NR1700/2100 (N66),NR1700/2000 (N70),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands","e-SIM,Nano-SIM (4FF)",USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,"Asia,Middle East,North America",30-10-22 12:15,1179,2556
D73AP,Apple,iPhone 14 Pro 5G A2889 Dual SIM TD-LTE JP CA MX SA 512GB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,194800,JPY,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,512,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE1500 (B11),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1500 (B21),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),TD-LTE2400 (B53),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR700 (N14),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR700 (N29),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR2400 (N53),NR1700/2100 (N66),NR1700/2000 (N70),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands","e-SIM,Nano-SIM (4FF)",USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,"Asia,Middle East,North America",30-10-22 12:13,1179,2556
D73AP,Apple,iPhone 14 Pro 5G A2889 Dual SIM TD-LTE JP CA MX SA 1TB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,2089,CAD,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,1000,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE1500 (B11),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1500 (B21),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),TD-LTE2400 (B53),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR700 (N14),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR700 (N29),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR2400 (N53),NR1700/2100 (N66),NR1700/2000 (N70),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands","e-SIM,Nano-SIM (4FF)",USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,"Asia,Middle East,North America",30-10-22 12:07,1179,2556
D73AP,Apple,iPhone 14 Pro UW 5G A2650 Dual SIM TD-LTE US 128GB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,999,USD,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,128,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),TD-LTE2400 (B53),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR700 (N14),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR700 (N29),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR2400 (N53),NR1700/2100 (N66),NR1700/2000 (N70),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79),TD-NR26G (N258),TD-NR39G (N260),TD-NR28G (N261)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,North America,30-10-22 10:37,1179,2556
D73AP,Apple,iPhone 14 Pro UW 5G A2650 Dual SIM TD-LTE US 256GB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,1099,USD,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,256,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),TD-LTE2400 (B53),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR700 (N14),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR700 (N29),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR2400 (N53),NR1700/2100 (N66),NR1700/2000 (N70),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79),TD-NR26G (N258),TD-NR39G (N260),TD-NR28G (N261)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,North America,30-10-22 10:36,1179,2556
D73AP,Apple,iPhone 14 Pro UW 5G A2650 Dual SIM TD-LTE US 512GB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,1299,USD,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,512,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),TD-LTE2400 (B53),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR700 (N14),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR700 (N29),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR2400 (N53),NR1700/2100 (N66),NR1700/2000 (N70),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79),TD-NR26G (N258),TD-NR39G (N260),TD-NR28G (N261)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,North America,30-10-22 10:32,1179,2556
D73AP,Apple,iPhone 14 Pro UW 5G A2650 Dual SIM TD-LTE US 1TB,16-09-22,07-09-22,Apple,Foxconn,"Apple iPhone 15,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,147.5,7.85,2.81x5.81x0.31 inches,206,1499,USD,iOS / iPadOS,Apple iOS 16,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",3460,"Apple A16 Bionic APL1010 / APL1W10 (T8120), 2022, 64 bit, hexa-core, 20480 Kbyte L2, 24576 Kbyte L3, 5 nm, Apple A16 GPU",LPDDR5 SDRAM,6,1000,1-hole,155.5,6.37,87.2,460,AM-OLEDdisplay,1073.7,120,Apple A16MP5,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),TD-LTE2400 (B53),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR700 (N14),NR800 (N20),NR850 (N26),NR1900 (N25),NR700 (N28),NR700 (N29),NR2300 (N30),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR2400 (N53),NR1700/2100 (N66),NR1700/2000 (N70),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79),TD-NR26G (N258),TD-NR39G (N260),TD-NR28G (N261)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3200 mAh battery,North America,30-10-22 10:21,1179,2556
